 ID, Name, Parameters, Thread, Context, % Shaders Busy, Clocks
,glVertexAttribPointer,( indx = 10; size = 4; type = GL_FLOAT; normalized = 0; stride = 48; ptr = 0x16 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 11; size = 4; type = GL_FLOAT; normalized = 0; stride = 48; ptr = 0x32 ),0x65CD,77,,
,glBindBuffer,( target = GL_ARRAY_BUFFER; buffer = 14084 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 14; size = 4; type = GL_FLOAT; normalized = 0; stride = 16; ptr = 0x0 ),0x65CD,77,,
111,glDrawElements,( mode = GL_TRIANGLES; count = 285; type = GL_UNSIGNED_SHORT; indices = 0x1014 ),0x65CD,77,23.21,8602
,glUseProgram,( program = 1695 ),0x65CD,77,,
,glActiveTexture,( texture = GL_TEXTURE0 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 11444 ),0x65CD,77,,
,glActiveTexture,( texture = GL_TEXTURE1 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 11428 ),0x65CD,77,,
,glUniform4fv,( location = 37; count = 8; value = 0x853612032 ),0x65CD,77,,
,glUniform4fv,( location = 36; count = 1; value = 0x169156760 ),0x65CD,77,,
,glUniform4fv,( location = 46; count = 2; value = 0x954097856 ),0x65CD,77,,
,glUniform4fv,( location = 45; count = 1; value = 0x169156568 ),0x65CD,77,,
,glUniform4fv,( location = 4; count = 32; value = 0x349110312 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 4; value = 0x893182560 ),0x65CD,77,,
,glUniform4iv,( location = 48; count = 1; value = 0x169156592 ),0x65CD,77,,
,glUniform4fv,( location = 54; count = 3; value = 0x906425664 ),0x65CD,77,,
,glUniform4fv,( location = 49; count = 5; value = 0x881686152 ),0x65CD,77,,
,glUniform4fv,( location = 57; count = 5; value = 0x881686152 ),0x65CD,77,,
,glBindVertexArray,( array = 61 ),0x65CD,77,,
112,glDrawElements,( mode = GL_TRIANGLES; count = 669; type = GL_UNSIGNED_SHORT; indices = 0x4344 ),0x65CD,77,37.05,9692
,glBindTexture,( target = GL_TEXTURE_2D; texture = 11429 ),0x65CD,77,,
,glUniform4iv,( location = 48; count = 1; value = 0x169156184 ),0x65CD,77,,
,glUniform4fv,( location = 57; count = 5; value = 0x881686152 ),0x65CD,77,,
,glBindVertexArray,( array = 62 ),0x65CD,77,,
113,glDrawElements,( mode = GL_TRIANGLES; count = 2124; type = GL_UNSIGNED_SHORT; indices = 0x0 ),0x65CD,77,81.91,34283
,glUseProgram,( program = 1696 ),0x65CD,77,,
,glActiveTexture,( texture = GL_TEXTURE0 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 11333 ),0x65CD,77,,
,glActiveTexture,( texture = GL_TEXTURE1 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 0 ),0x65CD,77,,
,glUniform4fv,( location = 37; count = 8; value = 0x853614072 ),0x65CD,77,,
,glUniform4fv,( location = 36; count = 1; value = 0x169156256 ),0x65CD,77,,
,glUniform4fv,( location = 46; count = 2; value = 0x954097496 ),0x65CD,77,,
,glUniform4fv,( location = 45; count = 1; value = 0x169156568 ),0x65CD,77,,
,glUniform4fv,( location = 4; count = 32; value = 0x349109272 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 4; value = 0x893182560 ),0x65CD,77,,
,glUniform4fv,( location = 54; count = 3; value = 0x906426224 ),0x65CD,77,,
,glUniform4fv,( location = 49; count = 5; value = 0x881686152 ),0x65CD,77,,
,glBindVertexArray,( array = 63 ),0x65CD,77,,
114,glDrawElements,( mode = GL_TRIANGLES; count = 1368; type = GL_UNSIGNED_SHORT; indices = 0x0 ),0x65CD,77,41.92,11472
,glUseProgram,( program = 1697 ),0x65CD,77,,
,glActiveTexture,( texture = GL_TEXTURE0 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 11331 ),0x65CD,77,,
,glActiveTexture,( texture = GL_TEXTURE1 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 11332 ),0x65CD,77,,
,glActiveTexture,( texture = GL_TEXTURE2 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 11332 ),0x65CD,77,,
,glActiveTexture,( texture = GL_TEXTURE3 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 11332 ),0x65CD,77,,
,glUniform4fv,( location = 48; count = 10; value = 0x444489776 ),0x65CD,77,,
,glUniform4fv,( location = 58; count = 3; value = 0x906426224 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 48; value = 0x418366904 ),0x65CD,77,,
,glUniform4fv,( location = 62; count = 9; value = 0x419652576 ),0x65CD,77,,
,glBindVertexArray,( array = 64 ),0x65CD,77,,
115,glDrawElementsInstanced,( mode = GL_TRIANGLES; count = 72; type = GL_UNSIGNED_SHORT; primcount = 4; indices =       3144 ),0x65CD,77,36.11,10465
,glDisable,( cap = GL_CULL_FACE ),0x65CD,77,,
,glUseProgram,( program = 1698 ),0x65CD,77,,
,glActiveTexture,( texture = GL_TEXTURE0 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 11420 ),0x65CD,77,,
,glActiveTexture,( texture = GL_TEXTURE1 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 0 ),0x65CD,77,,
,glActiveTexture,( texture = GL_TEXTURE2 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 0 ),0x65CD,77,,
,glActiveTexture,( texture = GL_TEXTURE3 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 0 ),0x65CD,77,,
,glUniform4fv,( location = 50; count = 8; value = 0x853614752 ),0x65CD,77,,
,glUniform4fv,( location = 48; count = 2; value = 0x954097616 ),0x65CD,77,,
,glUniform4fv,( location = 59; count = 2; value = 0x954097496 ),0x65CD,77,,
,glUniform4fv,( location = 58; count = 1; value = 0x169156568 ),0x65CD,77,,
,glUniform4fv,( location = 4; count = 44; value = 0x334961112 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 4; value = 0x893184360 ),0x65CD,77,,
,glUniform4fv,( location = 68; count = 3; value = 0x906425944 ),0x65CD,77,,
,glUniform4fv,( location = 62; count = 6; value = 0x324903280 ),0x65CD,77,,
,glBindVertexArray,( array = 65 ),0x65CD,77,,
116,glDrawElements,( mode = GL_TRIANGLES; count = 576; type = GL_UNSIGNED_SHORT; indices = 0x1152 ),0x65CD,77,25.22,9065
,glEnable,( cap = GL_CULL_FACE ),0x65CD,77,,
,glCullFace,( mode = GL_BACK ),0x65CD,77,,
,glUseProgram,( program = 1699 ),0x65CD,77,,
,glUniform4fv,( location = 49; count = 12; value = 0x862181000 ),0x65CD,77,,
,glUniform4fv,( location = 48; count = 1; value = 0x169156688 ),0x65CD,77,,
,glUniform4fv,( location = 62; count = 2; value = 0x954098216 ),0x65CD,77,,
,glUniform4fv,( location = 61; count = 1; value = 0x169156304 ),0x65CD,77,,
,glUniform4fv,( location = 4; count = 44; value = 0x334949720 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 4; value = 0x893184144 ),0x65CD,77,,
,glUniform4fv,( location = 72; count = 3; value = 0x906426504 ),0x65CD,77,,
,glUniform4fv,( location = 66; count = 6; value = 0x324903592 ),0x65CD,77,,
,glBindVertexArray,( array = 66 ),0x65CD,77,,
117,glDrawElementsInstanced,( mode = GL_TRIANGLES; count = 222; type = GL_UNSIGNED_SHORT; primcount = 4; indices =          0 ),0x65CD,77,36.26,10064
,glUseProgram,( program = 1700 ),0x65CD,77,,
,glActiveTexture,( texture = GL_TEXTURE0 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 11494 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 13; value = 0x974001752 ),0x65CD,77,,
,glUniform4fv,( location = 23; count = 3; value = 0x906426784 ),0x65CD,77,,
,glUniform4fv,( location = 26; count = 1; value = 0x169156328 ),0x65CD,77,,
,glUniform4fv,( location = 27; count = 7; value = 0x856082688 ),0x65CD,77,,
,glBindVertexArray,( array = 67 ),0x65CD,77,,
118,glDrawElementsInstanced,( mode = GL_TRIANGLES; count = 1200; type = GL_UNSIGNED_SHORT; primcount = 8; indices =          0 ),0x65CD,77,46.86,11799
,glUseProgram,( program = 1701 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 11435 ),0x65CD,77,,
,glUniform4fv,( location = 2; count = 8; value = 0x853614072 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 2; value = 0x954098216 ),0x65CD,77,,
,glUniform4fv,( location = 19; count = 2; value = 0x954097496 ),0x65CD,77,,
,glUniform4fv,( location = 18; count = 1; value = 0x169156328 ),0x65CD,77,,
,glUniform4fv,( location = 24; count = 1; value = 0x169156376 ),0x65CD,77,,
,glUniform4fv,( location = 31; count = 3; value = 0x906425440 ),0x65CD,77,,
,glUniform4fv,( location = 25; count = 6; value = 0x324903280 ),0x65CD,77,,
,glBindVertexArray,( array = 68 ),0x65CD,77,,
119,glDrawElementsInstanced,( mode = GL_TRIANGLES; count = 420; type = GL_UNSIGNED_SHORT; primcount = 121; indices =          0 ),0x65CD,77,88.72,45056
,glBindVertexArray,( array = 0 ),0x65CD,77,,
,glDisable,( cap = GL_CULL_FACE ),0x65CD,77,,
,glDepthMask,( flag = 0 ),0x65CD,77,,
,glDepthFunc,( func = GL_EQUAL ),0x65CD,77,,
,glDisable,( cap = GL_STENCIL_TEST ),0x65CD,77,,
,glUseProgram,( program = 1702 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 11335 ),0x65CD,77,,
,glBindSampler,( unit = 0; sampler = 34 ),0x65CD,77,,
,glUniform4fv,( location = 2; count = 8; value = 0x853613256 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 2; value = 0x954097496 ),0x65CD,77,,
,glUniform4fv,( location = 19; count = 2; value = 0x954097496 ),0x65CD,77,,
,glUniform4fv,( location = 18; count = 1; value = 0x169156208 ),0x65CD,77,,
,glUniform4fv,( location = 21; count = 1; value = 0x169156760 ),0x65CD,77,,
,glUniform4fv,( location = 27; count = 3; value = 0x906426224 ),0x65CD,77,,
,glUniform4fv,( location = 22; count = 5; value = 0x881684744 ),0x65CD,77,,
,glBindBuffer,( target = GL_ELEMENT_ARRAY_BUFFER; buffer = 13651 ),0x65CD,77,,
,glBindBuffer,( target = GL_ARRAY_BUFFER; buffer = 13654 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 0; size = 4; type = GL_SHORT; normalized = 1; stride = 8; ptr = 0x0 ),0x65CD,77,,
,glBindBuffer,( target = GL_ARRAY_BUFFER; buffer = 13652 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 1; size = 4; type = GL_UNSIGNED_BYTE; normalized = 1; stride = 4; ptr = 0x0 ),0x65CD,77,,
,glEnableVertexAttribArray,( index = 3 ),0x65CD,77,,
,glBindBuffer,( target = GL_ARRAY_BUFFER; buffer = 13655 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 3; size = 4; type = GL_UNSIGNED_BYTE; normalized = 1; stride = 4; ptr = 0x0 ),0x65CD,77,,
,glBindBuffer,( target = GL_ARRAY_BUFFER; buffer = 13653 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 4; size = 2; type = GL_HALF_FLOAT; normalized = 0; stride = 4; ptr = 0x0 ),0x65CD,77,,
,glBindBuffer,( target = GL_ARRAY_BUFFER; buffer = 15014 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 8; size = 4; type = GL_FLOAT; normalized = 0; stride = 16; ptr = 0x0 ),0x65CD,77,,
,glBindBuffer,( target = GL_ARRAY_BUFFER; buffer = 15015 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 9; size = 4; type = GL_HALF_FLOAT; normalized = 0; stride = 24; ptr = 0x0 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 10; size = 4; type = GL_HALF_FLOAT; normalized = 0; stride = 24; ptr = 0x8 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 11; size = 4; type = GL_HALF_FLOAT; normalized = 0; stride = 24; ptr = 0x16 ),0x65CD,77,,
,glBindBuffer,( target = GL_ARRAY_BUFFER; buffer = 15018 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 6; size = 4; type = GL_FLOAT; normalized = 0; stride = 48; ptr = 0x0 ),0x65CD,77,,
,glVertexAttribDivisor,( index = 6; divisor = 1 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 7; size = 4; type = GL_FLOAT; normalized = 0; stride = 48; ptr = 0x16 ),0x65CD,77,,
,glVertexAttribDivisor,( index = 7; divisor = 1 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 13; size = 4; type = GL_FLOAT; normalized = 0; stride = 48; ptr = 0x32 ),0x65CD,77,,
,glVertexAttribDivisor,( index = 13; divisor = 1 ),0x65CD,77,,
,glDisableVertexAttribArray,( index = 14 ),0x65CD,77,,
120,glDrawElements,( mode = GL_TRIANGLES; count = 510; type = GL_UNSIGNED_SHORT; indices = 0x0 ),0x65CD,77,9.07,7739
,glEnable,( cap = GL_BLEND ),0x65CD,77,,
,glBlendFuncSeparate,( srcRGB = 770; dstRGB = 771; srcAlpha = 0; dstAlpha = 771 ),0x65CD,77,,
,glColorMask,( red = 1; green = 1; blue = 1; alpha = 0 ),0x65CD,77,,
,glEnable,( cap = GL_CULL_FACE ),0x65CD,77,,
,glCullFace,( mode = GL_BACK ),0x65CD,77,,
,glDepthFunc,( func = GL_GEQUAL ),0x65CD,77,,
,glEnable,( cap = GL_STENCIL_TEST ),0x65CD,77,,
,glStencilFuncSeparate,( face = 1029; func = 517; ref = 1; mask = 3 ),0x65CD,77,,
,glStencilOpSeparate,(; face = 1029 fail = GL_KEEP; zfail = GL_KEEP; zpass = GL_REPLACE ),0x65CD,77,,
,glStencilFuncSeparate,( face = 1028; func = 517; ref = 1; mask = 3 ),0x65CD,77,,
,glStencilOpSeparate,(; face = 1028 fail = GL_KEEP; zfail = GL_KEEP; zpass = GL_REPLACE ),0x65CD,77,,
,glStencilMask,( mask = 3 ),0x65CD,77,,
,glUseProgram,( program = 1703 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 0 ),0x65CD,77,,
,glUniform4fv,( location = 226; count = 8; value = 0x853612304 ),0x65CD,77,,
,glUniform4fv,( location = 225; count = 1; value = 0x169156304 ),0x65CD,77,,
,glUniform4fv,( location = 235; count = 10; value = 0x444491624 ),0x65CD,77,,
,glUniform4fv,( location = 234; count = 1; value = 0x169156352 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 225; value = 0x880929736 ),0x65CD,77,,
,glUniform4fv,( location = 308; count = 5; value = 0x881686152 ),0x65CD,77,,
,glUniform4fv,( location = 313; count = 3; value = 0x906426448 ),0x65CD,77,,
,glBindBuffer,( target = GL_ELEMENT_ARRAY_BUFFER; buffer = 13415 ),0x65CD,77,,
,glBindBuffer,( target = GL_ARRAY_BUFFER; buffer = 13416 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 0; size = 4; type = GL_SHORT; normalized = 1; stride = 8; ptr = 0x0 ),0x65CD,77,,
,glBindBuffer,( target = GL_ARRAY_BUFFER; buffer = 13417 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 1; size = 4; type = GL_UNSIGNED_BYTE; normalized = 1; stride = 4; ptr = 0x0 ),0x65CD,77,,
,glEnableVertexAttribArray,( index = 2 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 2; size = 2; type = GL_UNSIGNED_BYTE; normalized = 1; stride = 4; ptr = 0x2 ),0x65CD,77,,
,glBindBuffer,( target = GL_ARRAY_BUFFER; buffer = 13420 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 13; size = 4; type = GL_UNSIGNED_BYTE; normalized = 1; stride = 4; ptr = 0x0 ),0x65CD,77,,
,glVertexAttribDivisor,( index = 13; divisor = 0 ),0x65CD,77,,
,glBindBuffer,( target = GL_ARRAY_BUFFER; buffer = 13419 ),0x65CD,77,,
,glVertexAttribIPointer,( index = 3; size = 4; type = GL_UNSIGNED_BYTE; stride = 8; pointer = PointerData ),0x65CD,77,,
,glVertexAttribPointer,( indx = 4; size = 4; type = GL_UNSIGNED_BYTE; normalized = 1; stride = 8; ptr = 0x4 ),0x65CD,77,,
,glDisableVertexAttribArray,( index = 6 ),0x65CD,77,,
,glDisableVertexAttribArray,( index = 7 ),0x65CD,77,,
,glDisableVertexAttribArray,( index = 8 ),0x65CD,77,,
,glDisableVertexAttribArray,( index = 9 ),0x65CD,77,,
,glDisableVertexAttribArray,( index = 10 ),0x65CD,77,,
,glDisableVertexAttribArray,( index = 11 ),0x65CD,77,,
121,glDrawElements,( mode = GL_TRIANGLES; count = 4488; type = GL_UNSIGNED_SHORT; indices = 0x0 ),0x65CD,77,30.46,9631
,glUniform4fv,( location = 235; count = 10; value = 0x444489440 ),0x65CD,77,,
,glUniform4fv,( location = 234; count = 1; value = 0x169156760 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 225; value = 0x880940896 ),0x65CD,77,,
,glUniform4fv,( location = 313; count = 3; value = 0x906425496 ),0x65CD,77,,
,glBindBuffer,( target = GL_ELEMENT_ARRAY_BUFFER; buffer = 12946 ),0x65CD,77,,
,glBindBuffer,( target = GL_ARRAY_BUFFER; buffer = 12947 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 0; size = 4; type = GL_SHORT; normalized = 1; stride = 8; ptr = 0x0 ),0x65CD,77,,
,glBindBuffer,( target = GL_ARRAY_BUFFER; buffer = 12948 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 1; size = 4; type = GL_UNSIGNED_BYTE; normalized = 1; stride = 4; ptr = 0x0 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 2; size = 2; type = GL_UNSIGNED_BYTE; normalized = 1; stride = 4; ptr = 0x2 ),0x65CD,77,,
,glBindBuffer,( target = GL_ARRAY_BUFFER; buffer = 12951 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 13; size = 4; type = GL_UNSIGNED_BYTE; normalized = 1; stride = 4; ptr = 0x0 ),0x65CD,77,,
,glBindBuffer,( target = GL_ARRAY_BUFFER; buffer = 12950 ),0x65CD,77,,
,glVertexAttribIPointer,( index = 3; size = 4; type = GL_UNSIGNED_BYTE; stride = 8; pointer = PointerData ),0x65CD,77,,
,glVertexAttribPointer,( indx = 4; size = 4; type = GL_UNSIGNED_BYTE; normalized = 1; stride = 8; ptr = 0x4 ),0x65CD,77,,
122,glDrawElements,( mode = GL_TRIANGLES; count = 510; type = GL_UNSIGNED_SHORT; indices = 0x0 ),0x65CD,77,9.12,7840
,glUniform4fv,( location = 235; count = 10; value = 0x444491624 ),0x65CD,77,,
,glUniform4fv,( location = 234; count = 1; value = 0x169156784 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 225; value = 0x880937176 ),0x65CD,77,,
,glUniform4fv,( location = 313; count = 3; value = 0x906425048 ),0x65CD,77,,
,glBindBuffer,( target = GL_ELEMENT_ARRAY_BUFFER; buffer = 13415 ),0x65CD,77,,
,glBindBuffer,( target = GL_ARRAY_BUFFER; buffer = 13416 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 0; size = 4; type = GL_SHORT; normalized = 1; stride = 8; ptr = 0x0 ),0x65CD,77,,
,glBindBuffer,( target = GL_ARRAY_BUFFER; buffer = 13417 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 1; size = 4; type = GL_UNSIGNED_BYTE; normalized = 1; stride = 4; ptr = 0x0 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 2; size = 2; type = GL_UNSIGNED_BYTE; normalized = 1; stride = 4; ptr = 0x2 ),0x65CD,77,,
,glBindBuffer,( target = GL_ARRAY_BUFFER; buffer = 13420 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 13; size = 4; type = GL_UNSIGNED_BYTE; normalized = 1; stride = 4; ptr = 0x0 ),0x65CD,77,,
,glBindBuffer,( target = GL_ARRAY_BUFFER; buffer = 13419 ),0x65CD,77,,
,glVertexAttribIPointer,( index = 3; size = 4; type = GL_UNSIGNED_BYTE; stride = 8; pointer = PointerData ),0x65CD,77,,
,glVertexAttribPointer,( indx = 4; size = 4; type = GL_UNSIGNED_BYTE; normalized = 1; stride = 8; ptr = 0x4 ),0x65CD,77,,
123,glDrawElements,( mode = GL_TRIANGLES; count = 4488; type = GL_UNSIGNED_SHORT; indices = 0x0 ),0x65CD,77,29.74,9708
,glUniform4fv,( location = 235; count = 10; value = 0x444491792 ),0x65CD,77,,
,glUniform4fv,( location = 234; count = 1; value = 0x169156304 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 225; value = 0x880918576 ),0x65CD,77,,
,glUniform4fv,( location = 313; count = 3; value = 0x906426168 ),0x65CD,77,,
,glBindBuffer,( target = GL_ELEMENT_ARRAY_BUFFER; buffer = 12946 ),0x65CD,77,,
,glBindBuffer,( target = GL_ARRAY_BUFFER; buffer = 12947 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 0; size = 4; type = GL_SHORT; normalized = 1; stride = 8; ptr = 0x0 ),0x65CD,77,,
,glBindBuffer,( target = GL_ARRAY_BUFFER; buffer = 12948 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 1; size = 4; type = GL_UNSIGNED_BYTE; normalized = 1; stride = 4; ptr = 0x0 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 2; size = 2; type = GL_UNSIGNED_BYTE; normalized = 1; stride = 4; ptr = 0x2 ),0x65CD,77,,
,glBindBuffer,( target = GL_ARRAY_BUFFER; buffer = 12951 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 13; size = 4; type = GL_UNSIGNED_BYTE; normalized = 1; stride = 4; ptr = 0x0 ),0x65CD,77,,
,glBindBuffer,( target = GL_ARRAY_BUFFER; buffer = 12950 ),0x65CD,77,,
,glVertexAttribIPointer,( index = 3; size = 4; type = GL_UNSIGNED_BYTE; stride = 8; pointer = PointerData ),0x65CD,77,,
,glVertexAttribPointer,( indx = 4; size = 4; type = GL_UNSIGNED_BYTE; normalized = 1; stride = 8; ptr = 0x4 ),0x65CD,77,,
124,glDrawElements,( mode = GL_TRIANGLES; count = 4488; type = GL_UNSIGNED_SHORT; indices = 0x0 ),0x65CD,77,31.97,9796
,glUniform4fv,( location = 235; count = 10; value = 0x444490280 ),0x65CD,77,,
,glUniform4fv,( location = 234; count = 1; value = 0x169156448 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 225; value = 0x880918576 ),0x65CD,77,,
,glUniform4fv,( location = 313; count = 3; value = 0x906426224 ),0x65CD,77,,
125,glDrawElements,( mode = GL_TRIANGLES; count = 507; type = GL_UNSIGNED_SHORT; indices = 0x0 ),0x65CD,77,10.94,7788
,glDisable,( cap = GL_STENCIL_TEST ),0x65CD,77,,
,glUseProgram,( program = 1704 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 11444 ),0x65CD,77,,
,glBindSampler,( unit = 0; sampler = 3 ),0x65CD,77,,
,glActiveTexture,( texture = GL_TEXTURE1 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 11428 ),0x65CD,77,,
,glUniform4fv,( location = 37; count = 8; value = 0x853614752 ),0x65CD,77,,
,glUniform4fv,( location = 36; count = 1; value = 0x169156352 ),0x65CD,77,,
,glUniform4fv,( location = 46; count = 2; value = 0x954097856 ),0x65CD,77,,
,glUniform4fv,( location = 45; count = 1; value = 0x169156184 ),0x65CD,77,,
,glUniform4fv,( location = 4; count = 32; value = 0x349110832 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 4; value = 0x893183064 ),0x65CD,77,,
,glUniform4iv,( location = 48; count = 1; value = 0x169156568 ),0x65CD,77,,
,glUniform4fv,( location = 52; count = 1; value = 0x169156208 ),0x65CD,77,,
,glUniform4fv,( location = 49; count = 3; value = 0x906425664 ),0x65CD,77,,
,glUniform4fv,( location = 53; count = 5; value = 0x881684744 ),0x65CD,77,,
,glBindVertexArray,( array = 69 ),0x65CD,77,,
126,glDrawElements,( mode = GL_TRIANGLES; count = 1380; type = GL_UNSIGNED_SHORT; indices = 0x1584 ),0x65CD,77,37.38,9507
,glBindTexture,( target = GL_TEXTURE_2D; texture = 11429 ),0x65CD,77,,
,glUniform4iv,( location = 48; count = 1; value = 0x169156568 ),0x65CD,77,,
,glUniform4fv,( location = 53; count = 5; value = 0x881684744 ),0x65CD,77,,
,glBindVertexArray,( array = 70 ),0x65CD,77,,
127,glDrawElementsInstanced,( mode = GL_TRIANGLES; count = 36; type = GL_UNSIGNED_SHORT; primcount = 4; indices =          0 ),0x65CD,77,13.39,8740
,glUseProgram,( program = 1705 ),0x65CD,77,,
,glActiveTexture,( texture = GL_TEXTURE0 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 11457 ),0x65CD,77,,
,glActiveTexture,( texture = GL_TEXTURE1 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 11458 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 13; value = 0x974002400 ),0x65CD,77,,
,glUniform4fv,( location = 23; count = 3; value = 0x906426112 ),0x65CD,77,,
,glUniform4fv,( location = 27; count = 1; value = 0x169156208 ),0x65CD,77,,
,glUniform4fv,( location = 28; count = 3; value = 0x906425888 ),0x65CD,77,,
,glBindVertexArray,( array = 71 ),0x65CD,77,,
128,glClearBufferfv,( buffer = GL_COLOR; drawbuffer = 0; value = PointerData ),0x65CD,77,,
,glBindVertexArray,( array = 0 ),0x65CD,77,,
,glDiscardFramebufferEXT,( numAttachments = 2; arrays = PointerData ),0x65CD,77,,
,eglGetError,( returnVal = 12288 ),0x65CD,77,,
,glBindFramebuffer,( target = GL_FRAMEBUFFER; framebuffer = 0 ),0x65CD,77,,
,glReadBuffer,( mode = GL_BACK ),0x65CD,77,,
,glColorMask,( red = 1; green = 1; blue = 1; alpha = 1 ),0x65CD,77,,
129,glDrawElements,( mode = GL_TRIANGLES; count = 3; type = GL_UNSIGNED_SHORT; indices = 0x12 ),0x65CD,77,63.04,92817
,glDisable,( cap = GL_BLEND ),0x65CD,77,,
,glViewport,( x = 0; y = 0; width = 1600; height = 720 ),0x65CD,77,,
,glDisable,( cap = GL_CULL_FACE ),0x65CD,77,,
,glDisable,( cap = GL_DEPTH_TEST ),0x65CD,77,,
,glUseProgram,( program = 1567 ),0x65CD,77,,
,glActiveTexture,( texture = GL_TEXTURE0 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 11701 ),0x65CD,77,,
,glBindSampler,( unit = 0; sampler = 11 ),0x65CD,77,,
,glActiveTexture,( texture = GL_TEXTURE1 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 0 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 3; value = 0x906426616 ),0x65CD,77,,
,glBindBuffer,( target = GL_ELEMENT_ARRAY_BUFFER; buffer = 67 ),0x65CD,77,,
,glBindBuffer,( target = GL_ARRAY_BUFFER; buffer = 68 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 0; size = 4; type = GL_FLOAT; normalized = 0; stride = 32; ptr = 0x0 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 1; size = 2; type = GL_FLOAT; normalized = 0; stride = 32; ptr = 0x16 ),0x65CD,77,,
,glDisableVertexAttribArray,( index = 2 ),0x65CD,77,,
,glDisableVertexAttribArray,( index = 3 ),0x65CD,77,,
,glDisableVertexAttribArray,( index = 4 ),0x65CD,77,,
,glDisableVertexAttribArray,( index = 13 ),0x65CD,77,,
